"Brinco","Tatuagem","Correspondente","Data de Nascimento","Data de Entrada","Raça","Status","Idade","Baia","Peso de entrada","AC","Ultimo cio","TSI","Mãe","Pai","DP","SC","CIO","QTD CIO",
"F4613","F4613","F4613","7/31/2023","12/26/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"9667","F3847","9508","6/11/2023","11/21/2023","TZZZZ - AVÓ","","211","","","","12/28/2023","109","","","A","AA","Regular","2",
"49958","F4362","59468","7/16/2023","12/19/2023","TLLZZ - TN70","","176","","","","","98","BMBE7625","PS01078362","C","CC","Sem cio nova","0",
"F4358","F4358","F4358","7/16/2023","12/26/2023","TZZZZ - AVÓ","","176","","","","","111","","","A","AA","Sem cio nova","0",
"9602","F4076","9502","6/19/2023","12/5/2023","TZZZZ - AVÓ","","203","","","","","116","","","A","AA","Anestro","0",
"9609","F4075","9490","6/19/2023","12/5/2023","TZZZZ - AVÓ","","203","","","","1/5/2024","116","","","A","AA","Regular","1",
"9675","F4074","9568","6/19/2023","12/5/2023","TZZZZ - AVÓ","","203","","","","1/5/2024","116","","","A","AA","Regular","2",
"9654","F4073","9555","6/19/2023","12/12/2023","TZZZZ - AVÓ","","203","","","","12/22/2023","116","","","A","AA","Regular","1",
"52353","F4062","59292","6/17/2023","11/21/2023","TLLZZ - TN70","","205","","","","12/25/2023","115","BMBD4121","BNTL4969","C","CC","Regular","2",
"52354","F4072","59294","6/17/2023","11/21/2023","TLLZZ - TN70","","205","","","","1/7/2024","105","BMBC6523","BNTL2300","C","CC","Regular","2",
"52363","F4068","59277","6/17/2023","11/21/2023","TLLZZ - TN70","","205","","","","1/8/2024","115","BMBD4121","BNTL4969","C","CC","Regular","2",
"52365","F4055","59286","6/17/2023","11/21/2023","TLLZZ - TN70","","205","","","","12/24/2023","98","BMBE6714","BNTL2300","C","CC","Regular","1",
"52370","F4065","59211","6/17/2023","11/21/2023","TLLZZ - TN70","","205","","","","12/28/2023","115","BMBD4121","BNTL4969","C","CC","Regular","2",
"51528","F4064","59218","6/17/2023","11/28/2023","TLLZZ - TN70","","205","","","","12/24/2023","115","BMBD4121","BNTL4969","C","CC","Regular","2",
"51531","F4058","59216","6/17/2023","11/28/2023","TLLZZ - TN70","","205","","","","","98","BMBE6714","BNTL2300","C","CC","Anestro","0",
"51535","F4063","59203","6/17/2023","11/28/2023","TLLZZ - TN70","","205","","","","12/31/2023","115","BMBD4121","BNTL4969","C","CC","Regular","1",
"51549","F4066","59248","6/17/2023","11/28/2023","TLLZZ - TN70","","205","","","","12/26/2023","115","BMBD4121","BNTL4969","C","CC","Regular","2",
"51643","F4056","59237","6/17/2023","11/28/2023","TLLZZ - TN70","","205","","","","12/27/2023","98","BMBE6714","BNTL2300","C","CC","Regular","2",
"9660","F4053","9487","6/16/2023","11/21/2023","TZZZZ - AVÓ","","206","","","","12/23/2023","109","","","A","AA","Regular","1",
"9682","F4052","9511","6/16/2023","11/21/2023","TZZZZ - AVÓ","","206","","","","12/21/2023","109","","","A","AA","Regular","1",
"9694","F4051","9491","6/16/2023","11/28/2023","TZZZZ - AVÓ","","206","","","","1/5/2024","109","","","A","AA","Regular","2",
"9695","F4050","9564","6/16/2023","11/28/2023","TZZZZ - AVÓ","","206","","","","12/24/2023","109","","","A","AA","Regular","2",
"9698","F4049","9506","6/16/2023","11/28/2023","TZZZZ - AVÓ","","206","","","","12/22/2023","109","","","A","AA","Regular","1",
"51642","F4084","59255","6/21/2023","11/28/2023","TLLZZ - TN70","","201","","","","12/27/2023","130","BMBE6942","BJ01023037","C","CC","Regular","2",
"51631","F4081","59249","6/21/2023","11/28/2023","TLLZZ - TN70","","201","","","","12/23/2023","130","BMBE6942","BJ01023037","C","CC","Regular","2",
"51542","F4082","59221","6/21/2023","11/28/2023","TLLZZ - TN70","","201","","","","12/28/2023","130","BMBE6942","BJ01023037","C","CC","Regular","1",
"52371","F4086","59212","6/21/2023","11/21/2023","TLLZZ - TN70","","201","","","","12/22/2023","98","BMBD8568","PS01077211","C","CC","Regular","2",
"51526","F4134","59213","6/27/2023","11/28/2023","TLLZZ - TN70","","195","","","","12/28/2023","98","BMBD6469","PS01077243","C","CC","Nova com cio","1",
"51847","F4139","59350","6/27/2023","11/28/2023","TLLZZ - TN70","","195","","","","12/27/2023","111","BMBD8564","PS01077243","C","CC","Nova com cio","2",
"51845","F4135","59357","6/27/2023","12/5/2023","TLLZZ - TN70","","195","","","","12/30/2023","98","BMBD6469","PS01077243","C","CC","Nova com cio","2",
"50055","F4126","59322","6/27/2023","12/12/2023","TLLZZ - TN70","","195","","","","12/29/2023","98","BMBD1610","BNTL4969","C","CC","Nova com cio","1",
"52359","F4115","59208","6/26/2023","11/21/2023","TLLZZ - TN70","","196","","","","1/6/2024","98","BMBD5875","BJ01023037","C","CC","Nova com cio","2",
"9679","F4109","9919","6/25/2023","11/28/2023","TZZZZ - AVÓ","","197","","","","12/26/2023","111","","","A","AA","Nova com cio","1",
"9601","F4106","9951","6/25/2023","12/5/2023","TZZZZ - AVÓ","","197","","","","12/23/2023","111","","","A","AA","Nova com cio","1",
"9610","F4107","9493","6/25/2023","12/5/2023","TZZZZ - AVÓ","","197","","","","","111","","","A","AA","Sem cio nova","0",
"9636","F4108","9974","6/25/2023","12/5/2023","TZZZZ - AVÓ","","197","","","","","111","","","A","AA","Sem cio nova","0",
"51578","F4032","59293","6/15/2023","11/21/2023","TLLZZ - TN70","","207","","","","12/23/2023","105","BMBD1489","BNTL2300","C","CC","Regular","2",
"52358","F4105","59250","6/24/2023","11/21/2023","TLLZZ - TN70","","198","","","","1/7/2024","119","BMBE6870","GNHB6343","C","CC","Nova com cio","2",
"51648","F4104","59228","6/24/2023","11/28/2023","TLLZZ - TN70","","198","","","","1/1/2024","119","BMBE6870","GNHB6343","C","CC","Nova com cio","2",
"9606","F4099","9953","6/24/2023","12/5/2023","TZZZZ - AVÓ","","198","","","","","113","","","A","AA","Sem cio nova","0",
"9618","F4101","9964","6/24/2023","12/12/2023","TZZZZ - AVÓ","","198","","","","12/28/2023","113","","","A","AA","Nova com cio","1",
"52362","F4098","59207","6/23/2023","11/21/2023","TLLZZ - TN70","","199","","","","12/22/2023","98","BMBD3984","PS01077211","C","CC","Nova com cio","2",
"52375","F4093","59296","6/23/2023","11/21/2023","TLLZZ - TN70","","199","","","","1/5/2024","98","BMBD3984","PS01077211","C","CC","Nova com cio","2",
"51639","F4096","59200","6/23/2023","11/28/2023","TLLZZ - TN70","","199","","","","12/26/2023","98","BMBD3984","PS01077211","C","CC","Nova com cio","2",
"52351","F4087","59267","6/21/2023","11/21/2023","TLLZZ - TN70","","201","","","","1/7/2024","98","BMBD8568","PS01077211","C","CC","Regular","2",
"52356","F4089","59297","6/21/2023","11/21/2023","TLLZZ - TN70","","201","","","","1/5/2024","98","BMBD8568","PS01077211","C","CC","Regular","2",
"52367","F4088","59274","6/21/2023","11/21/2023","TLLZZ - TN70","","201","","","","1/2/2024","98","BMBD8568","PS01077211","C","CC","Regular","2",
"51629","F4103","59251","6/24/2023","11/28/2023","TLLZZ - TN70","","198","","","","12/25/2023","119","BMBE6870","GNHB6343","C","CC","Nova com cio","2",
"52364","F4121","59269","6/27/2023","11/21/2023","TLLZZ - TN70","","195","","","","12/21/2023","98","BMBD1610","BNTL4969","C","CC","Nova com cio","1",
"51583","F4033","59282","6/15/2023","11/21/2023","TLLZZ - TN70","","207","","","","12/31/2023","105","BMBD1489","BNTL2300","C","CC","Regular","2",
"52015","F4031","59217","6/15/2023","11/21/2023","TLLZZ - TN70","","207","","","","1/5/2024","105","BMBD1489","BNTL2300","C","CC","Regular","2",
"52373","F4003","59266","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/24/2023","98","BMBE6868","BNTL3293","C","CC","Regular","2",
"51527","F3993","59289","6/14/2023","11/28/2023","TLLZZ - TN70","","208","","","","12/24/2023","98","BMBE7146","BNTL2300","C","CC","Regular","2",
"51547","F4008","59236","6/14/2023","11/28/2023","TLLZZ - TN70","","208","","","","1/5/2024","98","BMBD8567","BNTL2300","C","CC","Regular","2",
"51550","F4009","59227","6/14/2023","11/28/2023","TLLZZ - TN70","","208","","","","1/4/2024","98","BMBD8567","BNTL2300","C","CC","Regular","2",
"51636","F4025","59371","6/14/2023","11/28/2023","TLLZZ - TN70","","208","","","","1/5/2024","98","BMBE6946","BNTL2300","C","CC","Regular","2",
"51646","F4017","59225","6/14/2023","11/28/2023","TLLZZ - TN70","","208","","","","1/7/2024","114","BMBE0960","BNTL2300","C","CC","Regular","2",
"52455","F3877","59005","6/13/2023","11/14/2023","TLLZZ - TN70","","209","","","","12/25/2023","98","BMBD7887","BNTL2300","C","CC","Regular","2",
"52467","F3879","59089","6/13/2023","11/14/2023","TLLZZ - TN70","","209","","","","12/27/2023","98","BMBD7887","BNTL2300","C","CC","Regular","1",
"51591","F3880","59298","6/13/2023","11/21/2023","TLLZZ - TN70","","209","","","","1/7/2024","98","BMBD7887","BNTL2300","C","CC","Regular","2",
"52002","F3887","59230","6/13/2023","11/21/2023","TLLZZ - TN70","","209","","","","12/27/2023","123","BMBE6941","BNTL3293","C","CC","Regular","1",
"52012","F3875","59270","6/13/2023","11/21/2023","TLLZZ - TN70","","209","","","","12/29/2023","98","BMBD7887","BNTL2300","C","CC","Regular","2",
"52014","F3881","59254","6/13/2023","11/21/2023","TLLZZ - TN70","","209","","","","12/20/2023","98","BMBD7887","BNTL2300","C","CC","Regular","1",
"52361","F3885","59247","6/13/2023","11/21/2023","TLLZZ - TN70","","209","","","","12/24/2023","123","BMBE6941","BNTL3293","C","CC","Regular","1",
"52374","F3872","59290","6/13/2023","11/21/2023","TLLZZ - TN70","","209","","","","1/3/2024","98","BMBD7887","BNTL2300","C","CC","Regular","1",
"9628","F3869","9574","6/11/2023","11/14/2023","TZZZZ - AVÓ","","211","","","","12/23/2023","110","","","A","AA","Regular","1",
"9674","F3845","9489","6/11/2023","11/14/2023","TZZZZ - AVÓ","","211","","","","12/23/2023","109","","","A","AA","Regular","1",
"52003","F3842","59009","6/11/2023","11/14/2023","TLLZZ - TN70","","211","","","","12/24/2023","98","BMBD7960","BNTL3293","C","CC","Regular","1",
"52453","F3841","59062","6/11/2023","11/14/2023","TLLZZ - TN70","","211","","","","1/8/2024","98","BMBD7960","BNTL3293","C","CC","Regular","2",
"9637","F3854","9485","6/11/2023","11/21/2023","TZZZZ - AVÓ","","211","","","","12/18/2023","112","","","A","AA","Regular","1",
"52366","F3999","59209","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/22/2023","98","BMBE6868","BNTL3293","C","CC","Regular","1",
"52360","F3990","59262","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/18/2023","121","BMBE6964","BNTK5501","C","CC","Regular","1",
"52357","F3898","59278","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","1/4/2024","121","BMBE6964","BNTK5501","C","CC","Regular","2",
"52355","F3896","59252","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/24/2023","107","BMBE1256","BNTL2300","C","CC","Regular","2",
"9689","F4041","9515","6/15/2023","11/28/2023","TZZZZ - AVÓ","","207","","","","1/5/2024","105","","","A","AA","Regular","1",
"51534","F4038","59244","6/15/2023","11/28/2023","TLLZZ - TN70","","207","","","","1/5/2024","105","BMBD1489","BNTL2300","C","CC","Regular","2",
"9603","F4043","9504","6/15/2023","12/5/2023","TZZZZ - AVÓ","","207","","","","","105","","","A","AA","Anestro","0",
"50847","F3892","59092","6/14/2023","11/7/2023","TLLZZ - TN70","","208","","","","12/19/2023","107","BMBE1256","BNTL2300","C","CC","Regular","2",
"52178","F3893","59040","6/14/2023","11/14/2023","TLLZZ - TN70","","208","","","","12/21/2023","107","BMBE1256","BNTL2300","C","CC","Regular","2",
"52472","F3891","59004","6/14/2023","11/14/2023","TLLZZ - TN70","","208","","","","12/24/2023","107","BMBE1256","BNTL2300","C","CC","Regular","2",
"51580","F3991","59265","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/19/2023","98","BMBE7146","BNTL2300","C","CC","Regular","1",
"51584","F4016","59258","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/25/2023","114","BMBE0960","BNTL2300","C","CC","Regular","2",
"51587","F3890","59241","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","1/7/2024","107","BMBE1256","BNTL2300","C","CC","Regular","2",
"51585","F4035","59271","6/15/2023","11/21/2023","TLLZZ - TN70","","207","","","","12/28/2023","105","BMBD1489","BNTL2300","C","CC","Regular","2",
"51589","F4028","59299","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","1/2/2024","98","BMBD6030","BNTL2300","C","CC","Regular","2",
"51594","F4004","59025","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/25/2023","98","BMBE1184","BNTL2300","C","CC","Regular","2",
"51595","F4011","59275","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","1/7/2024","98","BMBD8567","BNTL2300","C","CC","Regular","2",
"51599","F4014","59222","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/25/2023","114","BMBE0960","BNTL2300","C","CC","Regular","1",
"51600","F3897","59235","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/25/2023","107","BMBE1256","BNTL2300","C","CC","Regular","2",
"52007","F3992","59201","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","","98","BMBE7146","BNTL2300","C","CC","Anestro","0",
"52008","F4029","59272","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/24/2023","98","BMBD6030","BNTL2300","C","CC","Regular","2",
"52011","F4010","59285","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","1/2/2024","98","BMBD8567","BNTL2300","C","CC","Regular","2",
"52013","F4012","59288","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","1/7/2024","98","BMBD8567","BNTL2300","C","CC","Regular","2",
"52352","F4002","59220","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/24/2023","98","BMBE6868","BNTL3293","C","CC","Regular","2",
"51593","F4006","59284","6/14/2023","11/21/2023","TLLZZ - TN70","","208","","","","12/28/2023","98","BMBD8567","BNTL2300","C","CC","Regular","2",
"49969","F4350","59413","7/16/2023","12/19/2023","TLLZZ - TN70","","176","","","","","98","BMBE7426","PS01077222","C","CC","Sem cio nova","0",
"51649","F4146","59280","6/29/2023","11/28/2023","TLLZZ - TN70","","193","","","","","112","BMBD6214","PS01077189","C","CC","Sem cio nova","0",
"9696","F4154","9903","6/30/2023","12/12/2023","TZZZZ - AVÓ","","192","","","","","113","","","A","AA","Sem cio nova","0",
"52018","F4283","59363","7/10/2023","12/5/2023","TLLZZ - TN70","","182","","","","1/7/2024","98","BMBE7515","BNTK7051","C","CC","Nova com cio","1",
"50064","F4282","59346","7/10/2023","12/12/2023","TLLZZ - TN70","","182","","","","1/8/2024","98","BMBE7515","BNTK7051","C","CC","Nova com cio","2",
"50072","F4279","59334","7/10/2023","12/12/2023","TLLZZ - TN70","","182","","","","1/5/2024","98","BMBE7515","BNTK7051","C","CC","Nova com cio","1",
"51608","F4289","59411","7/10/2023","12/19/2023","TLLZZ - TN70","","182","","","","12/23/2023","98","BMBD6031","BNTK7051","C","CC","Nova com cio","1",
"51650","F4255","59261","7/9/2023","11/28/2023","TLLZZ - TN70","","183","","","","1/4/2024","98","BMBD6529","BNTL1142","C","CC","Nova com cio","2",
"51832","F4256","59366","7/9/2023","11/28/2023","TLLZZ - TN70","","183","","","","12/27/2023","98","BMBD6529","BNTL1142","C","CC","Nova com cio","1",
"51837","F4266","59339","7/9/2023","11/28/2023","TLLZZ - TN70","","183","","","","1/1/2024","98","BMBD9148","BNTL4064","C","CC","Nova com cio","1",
"51844","F4262","59386","7/9/2023","11/28/2023","TLLZZ - TN70","","183","","","","12/27/2023","98","BMBD9148","BNTL4064","C","CC","Nova com cio","2",
"51846","F4265","59340","7/9/2023","11/28/2023","TLLZZ - TN70","","183","","","","1/6/2024","98","BMBD9148","BNTL4064","C","CC","Nova com cio","2",
"51827","F4249","59332","7/9/2023","12/5/2023","TLLZZ - TN70","","183","","","","1/1/2024","98","BMBD6529","BNTL1142","C","CC","Nova com cio","2",
"51833","F4264","59398","7/9/2023","12/5/2023","TLLZZ - TN70","","183","","","","1/7/2024","98","BMBD9148","BNTL4064","C","CC","Nova com cio","1",
"50051","F4258","59309","7/9/2023","12/12/2023","TLLZZ - TN70","","183","","","","","113","BMBD5911","BNTL2098","C","CC","Sem cio nova","0",
"50062","F4260","59351","7/9/2023","12/12/2023","TLLZZ - TN70","","183","","","","","113","BMBD5911","BNTL2098","C","CC","Sem cio nova","0",
"50498","F4250","56810","7/9/2023","12/12/2023","TLLZZ - TN70","","183","","","","1/8/2024","98","BMBD6529","BNTL1142","C","CC","Nova com cio","2",
"51635","F4241","59231","7/8/2023","11/28/2023","TLLZZ - TN70","","184","","","","12/15/2023","120","BMBE7645","BNTK5436","C","CC","Nova com cio","1",
"51842","F4240","59384","7/8/2023","11/28/2023","TLLZZ - TN70","","184","","","","12/28/2023","120","BMBE7645","BNTK5436","C","CC","Nova com cio","1",
"50758","F4239","59337","7/8/2023","12/5/2023","TLLZZ - TN70","","184","","","","","120","BMBE7645","BNTK5436","C","CC","Sem cio nova","0",
"50761","F4242","59324","7/8/2023","12/5/2023","TLLZZ - TN70","","184","","","","","120","BMBE7645","BNTK5436","C","CC","Sem cio nova","0",
"52004","F4244","59318","7/8/2023","12/5/2023","TLLZZ - TN70","","184","","","","1/4/2024","120","BMBE7645","BNTK5436","C","CC","Nova com cio","2",
"52001","F4274","59364","7/10/2023","12/5/2023","TLLZZ - TN70","","182","","","","1/3/2024","98","BMBE7515","BNTK7051","C","CC","Nova com cio","1",
"50774","F4284","59300","7/10/2023","12/5/2023","TLLZZ - TN70","","182","","","","12/13/2023","98","BMBD6031","BNTK7051","C","CC","Nova com cio","1",
"50770","F4275","59358","7/10/2023","12/5/2023","TLLZZ - TN70","","182","","","","12/19/2023","98","BMBE7515","BNTK7051","C","CC","Nova com cio","1",
"50767","F4278","59365","7/10/2023","12/5/2023","TLLZZ - TN70","","182","","","","1/5/2024","98","BMBE7515","BNTK7051","C","CC","Nova com cio","1",
"50771","F4344","59373","7/14/2023","12/5/2023","TLLZZ - TN70","","178","","","","","98","BMBE7603","ET01049738","C","CC","Sem cio nova","0",
"52005","F4340","59314","7/14/2023","12/5/2023","TLLZZ - TN70","","178","","","","12/23/2023","98","BMBE1503","ET01049771","C","CC","Nova com cio","1",
"9669","F4330","9548","7/14/2023","12/12/2023","TZZZZ - AVÓ","","178","","","","1/6/2024","109","","","A","AA","Nova com cio","2",
"50075","F4338","59302","7/14/2023","12/12/2023","TLLZZ - TN70","","178","","","","12/28/2023","98","BMBE1503","ET01049771","C","CC","Nova com cio","1",
"51630","F4322","59291","7/13/2023","11/28/2023","TLLZZ - TN70","","179","","","","12/29/2023","119","BMBE7644","ET01049771","C","CC","Nova com cio","2",
"51836","F4323","59348","7/13/2023","12/5/2023","TLLZZ - TN70","","179","","","","12/19/2023","119","BMBE7644","ET01049771","C","CC","Nova com cio","1",
"51849","F4326","59347","7/13/2023","12/5/2023","TLLZZ - TN70","","179","","","","12/20/2023","119","BMBE7644","ET01049771","C","CC","Nova com cio","1",
"51613","F4325","59450","7/13/2023","12/19/2023","TLLZZ - TN70","","179","","","","12/29/2023","119","BMBE7644","ET01049771","C","CC","Nova com cio","1",
"50752","F4320","59352","7/12/2023","12/5/2023","TLLZZ - TN70","","180","","","","12/25/2023","98","BMBE7543","ET01049771","C","CC","Nova com cio","1",
"52006","F4243","59312","7/8/2023","12/5/2023","TLLZZ - TN70","","184","","","","","120","BMBE7645","BNTK5436","C","CC","Sem cio nova","0",
"51838","F4304","59328","7/12/2023","12/5/2023","TLLZZ - TN70","","180","","","","","98","BMBD6598","BNTL1142","C","CC","Sem cio nova","0",
"50056","F4298","59310","7/12/2023","12/12/2023","TLLZZ - TN70","","180","","","","12/23/2023","98","BMBD6598","BNTL1142","C","CC","Nova com cio","1",
"49961","F4319","59429","7/12/2023","12/19/2023","TLLZZ - TN70","","180","","","","1/4/2024","98","BMBE7543","ET01049771","C","CC","Nova com cio","1",
"49972","F4317","59495","7/12/2023","12/19/2023","TLLZZ - TN70","","180","","","","1/3/2024","98","BMBE7543","ET01049771","C","CC","Nova com cio","1",
"51604","F4302","59421","7/12/2023","12/19/2023","TLLZZ - TN70","","180","","","","","98","BMBD6598","BNTL1142","C","CC","Sem cio nova","0",
"F4311","F4311","F4311","7/12/2023","12/26/2023","TZZZZ - AVÓ","","180","","","","","110","","","A","AA","Sem cio nova","0",
"51840","F4290","59367","7/11/2023","12/5/2023","TLLZZ - TN70","","181","","","","12/23/2023","98","BMBE6867","BNTK5436","C","CC","Nova com cio","1",
"52019","F4296","59396","7/11/2023","12/5/2023","TLLZZ - TN70","","181","","","","12/22/2023","98","BMBE6867","BNTK5436","C","CC","Nova com cio","1",
"52020","F4292","59360","7/11/2023","12/5/2023","TLLZZ - TN70","","181","","","","1/1/2024","98","BMBE6867","BNTK5436","C","CC","Nova com cio","2",
"50755","F4276","59327","7/10/2023","12/5/2023","TLLZZ - TN70","","182","","","","","98","BMBE7515","BNTK7051","C","CC","Sem cio nova","0",
"51839","F4300","59349","7/12/2023","12/5/2023","TLLZZ - TN70","","180","","","","1/8/2024","98","BMBD6598","BNTL1142","C","CC","Nova com cio","2",
"51640","F4147","59283","6/29/2023","11/28/2023","TLLZZ - TN70","","193","","","","12/23/2023","112","BMBD6214","PS01077189","C","CC","Nova com cio","1",
"51548","F4238","59295","7/7/2023","11/28/2023","TLLZZ - TN70","","185","","","","1/5/2024","114","BMBE1611","BNTL2098","C","CC","Nova com cio","1",
"51647","F4236","59204","7/7/2023","11/28/2023","TLLZZ - TN70","","185","","","","","114","BMBE1611","BNTL2098","C","CC","Sem cio nova","0",
"51641","F4183","59205","7/2/2023","11/28/2023","TLLZZ - TN70","","190","","","","","98","BMBD6851","BNTJ9316","C","CC","Sem cio nova","0",
"51831","F4182","59354","7/2/2023","11/28/2023","TLLZZ - TN70","","190","","","","12/25/2023","98","BMBD6851","BNTJ9316","C","CC","Nova com cio","2",
"51826","F4184","59397","7/2/2023","12/5/2023","TLLZZ - TN70","","190","","","","12/30/2023","98","BMBD6851","BNTJ9316","C","CC","Nova com cio","2",
"9608","F4165","9497","7/1/2023","12/12/2023","TZZZZ - AVÓ","","191","","","","1/5/2024","111","","","A","AA","Nova com cio","1",
"9615","F4169","9975","7/1/2023","12/12/2023","TZZZZ - AVÓ","","191","","","","12/28/2023","111","","","A","AA","Nova com cio","1",
"9622","F4171","9566","7/1/2023","12/12/2023","TZZZZ - AVÓ","","191","","","","12/24/2023","111","","","A","AA","Nova com cio","1",
"9632","F4164","9911","7/1/2023","12/12/2023","TZZZZ - AVÓ","","191","","","","","111","","","A","AA","Sem cio nova","0",
"9646","F4166","9922","7/1/2023","12/12/2023","TZZZZ - AVÓ","","191","","","","1/4/2024","111","","","A","AA","Nova com cio","2",
"9656","F4172","9486","7/1/2023","12/12/2023","TZZZZ - AVÓ","","191","","","","1/7/2024","111","","","A","AA","Nova com cio","2",
"9657","F4167","9541","7/1/2023","12/12/2023","TZZZZ - AVÓ","","191","","","","12/22/2023","111","","","A","AA","Nova com cio","1",
"9677","F4168","9967","7/1/2023","12/12/2023","TZZZZ - AVÓ","","191","","","","1/4/2024","111","","","A","AA","Nova com cio","1",
"51627","F4160","59215","6/30/2023","11/28/2023","TLLZZ - TN70","","192","","","","12/25/2023","120","BMBE0996","PS01077189","C","CC","Nova com cio","2",
"51828","F4159","59338","6/30/2023","11/28/2023","TLLZZ - TN70","","192","","","","12/29/2023","120","BMBE0996","PS01077189","C","CC","Nova com cio","2",
"51834","F4161","59387","6/30/2023","11/28/2023","TLLZZ - TN70","","192","","","","12/25/2023","120","BMBE0996","PS01077189","C","CC","Nova com cio","1",
"51835","F4157","59355","6/30/2023","11/28/2023","TLLZZ - TN70","","192","","","","12/24/2023","120","BMBE0996","PS01077189","C","CC","Nova com cio","1",
"51848","F4156","59359","6/30/2023","11/28/2023","TLLZZ - TN70","","192","","","","","120","BMBE0996","PS01077189","C","CC","Sem cio nova","0",
"9605","F4155","9914","6/30/2023","12/12/2023","TZZZZ - AVÓ","","192","","","","1/5/2024","113","","","A","AA","Nova com cio","2",
"9631","F4152","9968","6/30/2023","12/12/2023","TZZZZ - AVÓ","","192","","","","12/18/2023","113","","","A","AA","Nova com cio","1",
"9634","F4153","9904","6/30/2023","12/12/2023","TZZZZ - AVÓ","","192","","","","12/26/2023","113","","","A","AA","Nova com cio","1",
"51637","F4179","59381","7/2/2023","11/28/2023","TLLZZ - TN70","","190","","","","1/7/2024","112","BMBC9193","PS01077189","C","CC","Nova com cio","1",
"51626","F4176","59226","7/2/2023","11/28/2023","TLLZZ - TN70","","190","","","","","112","BMBC9193","PS01077189","C","CC","Sem cio nova","0",
"51536","F4178","59287","7/2/2023","11/28/2023","TLLZZ - TN70","","190","","","","","112","BMBC9193","PS01077189","C","CC","Sem cio nova","0",
"51532","F4177","59260","7/2/2023","11/28/2023","TLLZZ - TN70","","190","","","","","112","BMBC9193","PS01077189","C","CC","Sem cio nova","0",
"51628","F4224","59253","7/6/2023","11/28/2023","TLLZZ - TN70","","186","","","","","111","BMBD4567","BNTL2098","C","CC","Sem cio nova","0",
"51644","F4228","59264","7/6/2023","11/28/2023","TLLZZ - TN70","","186","","","","12/22/2023","111","BMBD4567","BNTL2098","C","CC","Nova com cio","1",
"51843","F4225","59353","7/6/2023","11/28/2023","TLLZZ - TN70","","186","","","","1/7/2024","111","BMBD4567","BNTL2098","C","CC","Nova com cio","1",
"51829","F4226","59336","7/6/2023","12/5/2023","TLLZZ - TN70","","186","","","","","111","BMBD4567","BNTL2098","C","CC","Sem cio nova","0",
"52009","F4230","59382","7/6/2023","12/5/2023","TLLZZ - TN70","","186","","","","","111","BMBD4567","BNTL2098","C","CC","Sem cio nova","0",
"9623","F4217","9501","7/6/2023","12/12/2023","TZZZZ - AVÓ","","186","","","","1/8/2024","107","","","A","AA","Nova com cio","2",
"9627","F4215","9906","7/6/2023","12/12/2023","TZZZZ - AVÓ","","186","","","","","107","","","A","AA","Sem cio nova","0",
"9620","F4216","9520","7/6/2023","12/19/2023","TZZZZ - AVÓ","","186","","","","12/24/2023","107","","","A","AA","Nova com cio","1",
"51529","F4213","59263","7/4/2023","11/28/2023","TLLZZ - TN70","","188","","","","","115","BMBD6838","BNTL2098","C","CC","Sem cio nova","0",
"51633","F4235","59234","7/7/2023","11/28/2023","TLLZZ - TN70","","185","","","","12/27/2023","114","BMBE1611","BNTL2098","C","CC","Nova com cio","1",
"51533","F4211","59238","7/4/2023","11/28/2023","TLLZZ - TN70","","188","","","","12/22/2023","115","BMBD6838","BNTL2098","C","CC","Nova com cio","1",
"51539","F4208","59268","7/4/2023","11/28/2023","TLLZZ - TN70","","188","","","","1/5/2024","115","BMBD6838","BNTL2098","C","CC","Nova com cio","2",
"51634","F4206","59383","7/4/2023","11/28/2023","TLLZZ - TN70","","188","","","","1/7/2024","98","BMBE4199","BNTJ9316","C","CC","Nova com cio","2",
"51645","F4209","59245","7/4/2023","11/28/2023","TLLZZ - TN70","","188","","","","12/29/2023","115","BMBD6838","BNTL2098","C","CC","Nova com cio","1",
"50765","F4204","59343","7/4/2023","12/5/2023","TLLZZ - TN70","","188","","","","1/3/2024","98","BMBE4199","BNTJ9316","C","CC","Nova com cio","1",
"51830","F4203","59362","7/4/2023","12/5/2023","TLLZZ - TN70","","188","","","","12/24/2023","98","BMBE4199","BNTJ9316","C","CC","Nova com cio","1",
